영어단어,한글단어설명,예문1,예문2,category,deck_group
Prescient,예지력 있는 (일어날 일을 미리 아는),Nostradaus’s  warning proved to be prescient. (그의 경고는 예지력이 있었음이 증명되었습니다.),A prescient analysis of the market. (시장에 대한 예지력 있는 분석.),GENERAL,2_WISDOM_INSIGHT_PRUDENCE
Observant,관찰력 있는 (주의 깊게 보고 놓치지 않는),An observant witness helped the police. (관찰력 있는 목격자가 경찰을 도왔습니다.),Be observant of your surroundings. (주변 환경을 주의 깊게 살피세요.),GENERAL,2_WISDOM_INSIGHT_PRUDENCE
Profound,심오한 (깊이가 있는),A profound understanding of the subject. (주제에 대한 심오한 이해.),He asked a profound question. (그는 심오한 질문을 던졌습니다.),GENERAL,2_WISDOM_INSIGHT_PRUDENCE
Deep,"깊은, 난해한 (생각이 깊은)",He is a deep thinker. (그는 생각이 깊은 사람입니다.),The meaning is too deep for me. (그 의미는 나에게 너무 난해합니다.),GENERAL,2_WISDOM_INSIGHT_PRUDENCE
Philosophical,철학적인 (인생의 이치를 생각하는),He took a philosophical view of his loss. (그는 상실에 대해 철학적인 관점을 취했습니다.),A philosophical discussion. (철학적인 토론.),GENERAL,2_WISDOM_INSIGHT_PRUDENCE
Enlightened,"계몽된, 깨우친 (편견 없고 지혜로운)",An enlightened approach to education. (교육에 대한 깨어 있는 접근.),Seeking an enlightened state of mind. (깨달음의 경지를 추구함.),GENERAL,2_WISDOM_INSIGHT_PRUDENCE
Visionary,선견지명 있는 (미래를 내다보는),A visionary leader inspires change. (선견지명 있는 리더는 변화를 고무합니다.),Steve Jobs was a visionary. (스티브 잡스는 선구자였습니다.),GENERAL,2_WISDOM_INSIGHT_PRUDENCE
Far-sighted,미래를 내다보는 (장기적인 안목),A far-sighted policy benefited the country. (장기적인 안목의 정책이 나라에 이익을 주었습니다.),Far-sighted planning prevents problems. (멀리 내다보는 계획은 문제를 예방합니다.),GENERAL,2_WISDOM_INSIGHT_PRUDENCE
Thoughtful,사려 깊은 (신중하게 생각하는),A thoughtful analysis. (사려 깊은 분석.),He sat in thoughtful silence. (그는 생각에 잠겨 침묵 속에 앉아 있었습니다.),GENERAL,2_WISDOM_INSIGHT_PRUDENCE
Reflective,성찰하는 (자신을 되돌아보는),Be reflective about your mistakes. (실수에 대해 성찰하세요.),A reflective pause. (성찰하는 멈춤.),GENERAL,2_WISDOM_INSIGHT_PRUDENCE
Meditative,명상적인 (깊은 생각에 잠긴),The music has a meditative quality. (그 음악은 명상적인 특성을 가지고 있습니다.),Walking is a meditative activity for him. (걷기는 그에게 명상적인 활동입니다.),GENERAL,2_WISDOM_INSIGHT_PRUDENCE
Introspective,"내성적인, 자기를 관찰하는 (내면을 들여다보는)",An introspective journal entry. (내면을 성찰하는 일기.),He is an introspective person. (그는 자기 성찰적인 사람입니다.),GENERAL,2_WISDOM_INSIGHT_PRUDENCE
Aware,자각하고 있는 (상황을 알고 있는),Be aware of the consequences. (결과를 자각하세요.),Socially aware citizens. (사회적으로 깨어 있는 시민들.),GENERAL,2_WISDOM_INSIGHT_PRUDENCE
Shrewd,"상황 판단이 빠른, 예리한 (비즈니스적 감각이 좋은)",A shrewd businessman knows when to sell. (눈치 빠른 사업가는 언제 팔아야 할지 압니다.),She made a shrewd investment. (그녀는 기민한 투자를 했습니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Astute,"약삭빠른, 빈틈없는 (핵심을 찌르는 판단력)",An astute observer of human behavior. (인간 행동에 대한 빈틈없는 관찰자.),It was an astute political move. (그것은 약삭빠른 정치적 수였습니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Canny,"영리한, 신중한 (특히 돈/정치 문제에서)",A canny deal maker. (영리한 협상가.),Scots are known for being canny with money. (스코틀랜드인들은 돈에 대해 영리하기로 유명합니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Savvy,"요령 있는, 정통한 (실전 지식이 있는)",He is tech-savvy. (그는 기술에 정통합니다.),You need to be politically savvy to survive here. (여기서 살아남으려면 정치적 감각이 있어야 합니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Droll,익살스러운 (기묘하게 웃긴),He has a droll sense of humor. (그는 엉뚱하고 익살스러운 유머 감각을 가졌습니다.),A droll story. (익살스러운 이야기.),GENERAL,PRACTICALITY_WIT_CUNNING
Devious,"기만적인, 정도를 벗어난 (정직하지 못한 방법으로) de(벗어나) via(방향,길)",He can be quite devious when he wants something. (그는 원하는 것이 있을 때 꽤 기만적일 수 있습니다.),A devious plot. (부정한 음모.),GENERAL,PRACTICALITY_WIT_CUNNING
Scheming,책략을 꾸미는 (음흉한),A scheming villain. (음흉한 악당.),They are scheming to take over the company. (그들은 회사를 장악하려고 모의하고 있습니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Sly,"교활한, 은밀한 (남을 속이는 데 능한)",A sly fox stole the chicken. (교활한 여우가 닭을 훔쳤습니다.),He gave me a sly wink. (그는 나에게 은밀한 윙크를 보냈습니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Street-smart,세상 물정에 밝은 (학교 공부보다 실전 경험),He is street-smart and knows how to survive. (그는 세상 물정에 밝고 생존하는 법을 압니다.),Street-smart kids usually avoid trouble. (세상 물정 아는 아이들은 대개 문제를 피합니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Sharp,빠릿빠릿한 (눈치가 빠르고 셈이 빠른),Keep a sharp eye on the costs. (비용을 예리하게 감시하세요.),He's too sharp to be tricked. (그는 너무 빠릿빠릿해서 속일 수 없습니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Keen,"예리한, 날카로운 (감각이 살아있는)",He has a keen sense of smell. (그는 예리한 후각을 가지고 있습니다.),A keen mind for details. (세부 사항에 대한 예리한 정신.),GENERAL,PRACTICALITY_WIT_CUNNING
Witty,재치 있는 (말을 재미있고 지능적으로 하는),A witty remark made everyone smile. (재치 있는 발언이 모두를 미소 짓게 했습니다.),He is charming and witty. (그는 매력적이고 재치가 있습니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Humorous,유머러스한 (재미있는),A humorous speech. (유머러스한 연설.),He has a humorous take on life. (그는 삶에 대해 유머러스한 관점을 가지고 있습니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Cunning,"간교한, 교묘한 (목적 달성을 위해 머리를 쓰는)",He devised a cunning plan to escape. (그는 탈출하기 위한 교묘한 계획을 고안했습니다.),As cunning as a serpent. (뱀처럼 간교한.),GENERAL,PRACTICALITY_WIT_CUNNING
Crafty,술수가 뛰어난 (손재주나 속임수에 능한),A crafty opponent. (술수 좋은 상대.),He used crafty tactics to win. (그는 이기기 위해 교활한 전술을 썼습니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Wily,약삭빠른 (계략을 잘 꾸미는),The wily old politician survived another scandal. (약삭빠른 노회한 정치인은 또 다른 스캔들에서 살아남았습니다.),Wily tricks. (약삭빠른 속임수.),GENERAL,PRACTICALITY_WIT_CUNNING
Artful,"기교 부리는, 교묘한 (솜씨 좋게 속이는)",The Artful Dodger is a character in Dickens. (아트풀 도저는 디킨스 소설의 등장인물입니다.),An artful disguise. (교묘한 변장.),GENERAL,PRACTICALITY_WIT_CUNNING
Manipulative,조종하는 (사람을 교묘하게 다루는),She is manipulative and controls her friends. (그녀는 사람을 조종하며 친구들을 통제합니다.),Manipulative behavior. (조종하는 행동.),GENERAL,PRACTICALITY_WIT_CUNNING
Vigilant,"방심하지 않는, 라vigilis (깨어있는)",Be vigilant against fraud. (사기에 대해 방심하지 마세요.),Security guards must be vigilant. (경비원은 경계를 늦추지 말아야 합니다.),GENERAL,PRACTICALITY_WIT_CUNNING
vigil,날밤새다,,,GENERAL,PRACTICALITY_WIT_CUNNING
surveil,감시하다,invigilante 자경단,invigilate(감시하다),GENERAL,PRACTICALITY_WIT_CUNNING
Pragmatic,실리적인  (그)pragma행해진일,A pragmatic approach to solving the crisis. (위기 해결을 위한 실리적인 접근.),Politicians need to be pragmatic. (정치인은 실리적이어야 합니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Machiavellian,권모술수의 (목적을 위해 수단을 가리지 않는),Machiavellian tactics in office politics. (사내 정치에서의 권모술수.),He has a Machiavellian mind. (그는 마키아벨리적인 사고방식을 가졌습니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Practical,"실용적인, 현실적인 (이론보다 실제)",Let's be practical about the budget. (예산에 대해 현실적으로 생각합시다.),He has practical skills. (그는 실용적인 기술을 가지고 있습니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Realistic,현실적인 (꿈꾸지 않고 사실을 보는),Set a realistic goal. (현실적인 목표를 세우세요.),Let's be realistic; we can't afford it. (현실적으로 합시다. 우린 그럴 여유가 없어요.),GENERAL,PRACTICALITY_WIT_CUNNING
Down-to-earth,"현실적인, 소탈한 (허황되지 않은)",She is very down-to-earth despite her fame. (그녀는 명성에도 불구하고 매우 소탈합니다.),We need a down-to-earth solution. (우리는 현실적인 해결책이 필요합니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Efficient,효율적인 (낭비 없이 일 처리하는),An efficient worker gets things done fast. (효율적인 일꾼은 일을 빨리 처리합니다.),This method is more efficient. (이 방법이 더 효율적입니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Quick,빠른 (이해나 동작이 빠른),He is quick to understand new concepts. (그는 새로운 개념을 빨리 이해합니다.),A quick learner. (빨리 배우는 사람.),GENERAL,PRACTICALITY_WIT_CUNNING
Alert,"기민한, 경계하는 (정신이 바짝 든)",Stay alert for any changes. (어떤 변화에도 기민하게 대처하세요.),An alert mind. (기민한 정신.),GENERAL,PRACTICALITY_WIT_CUNNING
Calculated,계산적인 (치밀하게 계획된),It was a calculated risk. (그것은 계산된 위험이었습니다.),"A cold, calculated crime. (냉혹하고 계획적인 범죄.)",GENERAL,PRACTICALITY_WIT_CUNNING
Opportunistic,기회주의적인 (기회를 틈타 이득을 보는),An opportunistic infection. (기회감염 - 면역력이 약할 때 걸리는.),He is opportunistic and has no principles. (그는 기회주의적이고 원칙이 없습니다.),GENERAL,PRACTICALITY_WIT_CUNNING
Fox-like (Foxy),여우 같은 (교활하고 매력적인),He has a foxy charm. (그는 여우 같은 매력이 있습니다.),A foxy move. (여우 같은 수.),GENERAL,PRACTICALITY_WIT_CUNNING
Stupid,멍청한 (가장 일반적인 비하 표현),It was a stupid mistake. (그것은 멍청한 실수였습니다.),Don't be stupid. (멍청하게 굴지 마세요.),GENERAL,STUPIDITY_DULLNESS
Dumb,"바보 같은 (원래는 벙어리의 뜻, 구어체)",That's the dumbest idea I've heard. (그건 내가 들은 가장 바보 같은 생각입니다.),He played dumb to avoid trouble. (그는 문제를 피하려고 바보인 척했습니다.),GENERAL,STUPIDITY_DULLNESS
Idiotic,백치 같은 (매우 멍청한),Stop acting idiotic. (백치처럼 구는 것 좀 그만두세요.),An idiotic grin. (바보 같은 웃음.),GENERAL,STUPIDITY_DULLNESS
Moronic,저능한 (어리석음을 강조하는 모욕),A moronic decision costing millions. (수백만 달러를 날린 저능한 결정.),Only a moronic person would do that. (저능아나 그런 짓을 할 겁니다.),GENERAL,STUPIDITY_DULLNESS
Imbecilic,천치 같은 (지능이 매우 낮은),His behavior was completely imbecilic. (그의 행동은 완전히 천치 같았습니다.),An imbecilic remark. (천치 같은 발언.),GENERAL,STUPIDITY_DULLNESS
Foolish,어리석은 (지혜롭지 못한 행동),It is foolish to spend all your money. (돈을 다 써버리는 것은 어리석습니다.),I felt foolish for believing him. (그를 믿은 내가 어리석게 느껴졌습니다.),GENERAL,STUPIDITY_DULLNESS
Silly,"철없는, 바보 같은 (가벼운 어리석음, 장난스러운)",Don't ask silly questions. (바보 같은 질문 하지 마세요.),You look silly in that hat. (그 모자를 쓰니 우스꽝스러워 보입니다.),GENERAL,STUPIDITY_DULLNESS
Ridiculous,"터무니없는, 웃기는 (말도 안 되게 어리석은)",That price is ridiculous. (그 가격은 터무니없습니다.),You look ridiculous. (당신 꼴이 우습군요.),GENERAL,STUPIDITY_DULLNESS
Absurd,"부조리한, 불합리한 (논리에 맞지 않는)",The accusation is absurd. (그 비난은 터무니없습니다.),An absurd situation. (부조리한 상황.),GENERAL,STUPIDITY_DULLNESS
Ludicrous,우스꽝스러운 (비웃음을 살 만한),It is ludicrous to think he can win. (그가 이길 수 있다고 생각하는 건 우스꽝스럽습니다.),A ludicrous suggestion. (말도 안 되는 제안.),GENERAL,STUPIDITY_DULLNESS
Preposterous,"가당찮은, 앞뒤가 바뀐 (상식 밖의)",The whole idea is preposterous. (그 생각 전체가 가당찮습니다.),A preposterous lie. (터무니없는 거짓말.),GENERAL,STUPIDITY_DULLNESS
Senseless,"무분별한, 무의미한 (지각없는)",Senseless violence. (무분별한 폭력.),It was a senseless waste of time. (그것은 무의미한 시간 낭비였습니다.),GENERAL,STUPIDITY_DULLNESS
Mindless,생각 없는 (지성이 필요 없거나 사용 안 함),Mindless repetitive work. (생각 없이 하는 반복적인 일.),Mindless vandalism. (생각 없는 기물 파손.),GENERAL,STUPIDITY_DULLNESS
Brainless,뇌가 없는 (멍청한) (지능이 없음을 비꼬는),A brainless action movie. (뇌 없이 보는 액션 영화.),Do I look brainless to you? (내가 멍청해 보입니까?),GENERAL,STUPIDITY_DULLNESS
Vacuous,"멍한, 공허한 (지성이 비어 있는)",A vacuous smile. (멍한 미소.),He lived a vacuous life. (그는 공허한 삶을 살았습니다.),GENERAL,STUPIDITY_DULLNESS
Vapid,"흥미롭지 못한, 김빠진 (지적 자극이 없는)",Vapid conversation. (영양가 없는 대화.),"She seems vapid, but she's smart. (그녀는 멍청해 보이지만 똑똑합니다.)",GENERAL,STUPIDITY_DULLNESS
Dense,둔한 (이해가 느리고 꽉 막힌),He is too dense to get the hint. (그는 너무 둔해서 힌트를 알아채지 못합니다.),Why are you so dense today? (오늘따라 왜 이렇게 둔합니까?),GENERAL,STUPIDITY_DULLNESS
Thick,머리가 나쁜 (구어체) (Dense와 유사),Are you thick? It's easy! (머리가 나빠요? 이건 쉽잖아요!),He's a bit thick in the head. (그는 머리가 좀 나쁩니다.),GENERAL,STUPIDITY_DULLNESS
Slow,(이해가) 느린,I'm a bit slow at math. (나는 수학 이해가 좀 느립니다.),Don't be impatient with slow learners. (느린 학습자에게 조급해하지 마세요.),GENERAL,STUPIDITY_DULLNESS
Dim,"흐릿한, 둔한 (똑똑하지 않은)",He's a nice guy but a bit dim. (그는 착한 사람이지만 좀 둔합니다.),Don't be so dim-witted. (그렇게 멍청하게 굴지 마세요.),GENERAL,STUPIDITY_DULLNESS
Dull,"둔감한, 우둔한 (예리하지 못한)",Only a dull mind would accept that. (우둔한 정신만이 그것을 받아들일 것입니다.),His senses have become dull. (그의 감각은 무뎌졌습니다.),GENERAL,STUPIDITY_DULLNESS
Obtuse,둔감한 (일부러 이해하려 하지 않는 듯한),He is being deliberately obtuse. (그는 일부러 둔감하게 굴고 있습니다.),An obtuse remark. (둔감한 발언.),GENERAL,STUPIDITY_DULLNESS
